date,code,open,high,low,close,preclose,volume,amount,pctChg
2021-07-02,sh.000001,3569.8919,3569.8919,3514.3386,3518.7595,3588.7816,29194554800,452263194296.0000,-1.951139
2021-07-05,sh.000001,3516.9228,3534.3222,3510.5781,3534.3222,3518.7595,28809483700,445431942146.6000,0.442278
2021-07-06,sh.000001,3533.1304,3538.347,3496.9276,3530.2589,3534.3222,31407021100,492886901185.7000,-0.114967
2021-07-07,sh.000001,3508.5901,3557.879,3504.4723,3553.7155,3530.2589,31883918900,457607653225.2000,0.664444
2021-07-08,sh.000001,3557.2177,3558.6772,3521.0579,3525.5039,3553.7155,35087785700,526858672969.7000,-0.793862
2021-07-09,sh.000001,3512.2334,3529.3098,3485.0543,3524.0881,3525.5039,34988431700,493020839328.1000,-0.040159
2021-07-12,sh.000001,3545.1977,3565.0321,3527.3927,3547.8362,3524.0881,40363955800,564759282705.9000,0.673879
2021-07-13,sh.000001,3547.5897,3567.4813,3542.8154,3566.5225,3547.8362,36241671100,511917230695.4000,0.526696
2021-07-14,sh.000001,3560.8281,3560.8281,3525.4938,3528.5011,3566.5225,37222172200,507716415421.5000,-1.066064
2021-07-15,sh.000001,3519.063,3565.9347,3514.258,3564.5902,3528.5011,36325916400,507481841307.9000,1.022788
2021-07-16,sh.000001,3559.526,3565.9992,3537.7288,3539.3038,3564.5902,36601477900,518640630071.4000,-0.709377
2021-07-19,sh.000001,3530.4932,3544.8793,3506.3423,3539.1225,3539.3038,33676094600,486952459447.0000,-0.005122
2021-07-20,sh.000001,3515.0718,3538.6361,3509.1916,3536.7905,3539.1225,29378059400,422649888643.3000,-0.065892
2021-07-21,sh.000001,3543.0534,3569.0898,3543.0534,3562.6611,3536.7905,33897874800,517239989150.0000,0.731471
2021-07-22,sh.000001,3563.6608,3576.4732,3558.2933,3574.7344,3562.6611,38106705400,566769499164.9000,0.338884
2021-07-23,sh.000001,3571.7152,3571.8541,3541.5101,3550.3964,3574.7344,44642124600,604195152712.6000,-0.680834
2021-07-26,sh.000001,3538.0143,3538.0143,3424.7424,3467.4409,3550.3964,44288220300,639061193803.4000,-2.336514
2021-07-27,sh.000001,3467.4473,3483.8738,3380.2763,3381.1833,3467.4409,46907544300,702741087489.6000,-2.487644
2021-07-28,sh.000001,3355.8189,3385.536,3312.7206,3361.5895,3381.1833,39582541900,564697720125.2000,-0.579495
2021-07-29,sh.000001,3403.8383,3416.6071,3382.571,3411.724,3361.5895,34456942800,539748855382.9000,1.491393
2021-07-30,sh.000001,3398.196,3404.8813,3370.4506,3397.3574,3411.7240,38144095600,568820969728.0000,-0.421095
2021-08-02,sh.000001,3385.6902,3464.2914,3367.643,3464.2854,3397.3574,43292787100,657885783920.1000,1.970002
2021-08-03,sh.000001,3446.7841,3470.6571,3435.4619,3447.9914,3464.2854,40069808100,603419198485.3000,-0.470342
2021-08-04,sh.000001,3442.9368,3477.5972,3440.7835,3477.2186,3447.9914,34874421800,546820755983.3000,0.847659
2021-08-05,sh.000001,3461.7185,3486.1572,3449.3885,3466.5491,3477.2186,34843692200,540401110891.4000,-0.306840
2021-08-06,sh.000001,3465.4842,3466.3904,3436.9317,3458.2277,3466.5491,33682440000,516406643135.9000,-0.240049
2021-08-09,sh.000001,3441.7502,3502.841,3438.703,3494.6348,3458.2277,34991009400,539498929566.9000,1.052768
2021-08-10,sh.000001,3488.6642,3529.9309,3477.0641,3529.9309,3494.6348,34511299200,553440311801.5000,1.010008
2021-08-11,sh.000001,3527.1093,3544.0941,3524.0444,3532.6213,3529.9309,38378355400,541942732599.5000,0.076217
2021-08-12,sh.000001,3522.7238,3538.396,3513.4457,3524.7374,3532.6213,38107459300,538163449854.1000,-0.223174
2021-08-13,sh.000001,3514.4671,3540.0799,3500.7995,3516.2989,3524.7374,37818728200,532907854295.3000,-0.239408
2021-08-16,sh.000001,3514.3445,3537.85,3510.8976,3517.3447,3516.2989,39109972100,535458941417.3000,0.029741
2021-08-17,sh.000001,3512.109,3531.7249,3438.1233,3446.976,3517.3447,42288580400,570430624019.0000,-2.000620
2021-08-18,sh.000001,3442.3472,3487.4364,3437.6908,3485.2859,3446.9760,38920375600,535463068065.5000,1.111406
2021-08-19,sh.000001,3475.298,3480.4598,3446.0146,3465.5546,3485.2859,38238303100,537926524371.7000,-0.566131
2021-08-20,sh.000001,3442.5062,3453.1531,3394.9723,3427.3338,3465.5546,39113691800,552667602551.7000,-1.102877
2021-08-23,sh.000001,3436.7963,3481.2543,3436.6706,3477.1321,3427.3338,38472744000,564308155513.8000,1.452975
2021-08-24,sh.000001,3482.2658,3522.6973,3481.1409,3514.471,3477.1321,43023646300,616084137941.8000,1.073842
2021-08-25,sh.000001,3517.9151,3540.3948,3510.0664,3540.3837,3514.4710,45004701900,598611868655.4000,0.737314
2021-08-26,sh.000001,3537.3139,3537.3155,3499.4529,3501.6643,3540.3837,50290314700,622393475972.1000,-1.093650
2021-08-27,sh.000001,3494.4176,3530.1927,3493.375,3522.1567,3501.6643,45534590600,595518692637.8000,0.585219
2021-08-30,sh.000001,3535.0727,3539.494,3512.9929,3528.1512,3522.1567,51278571600,699116242830.1000,0.170194
2021-08-31,sh.000001,3519.0245,3543.9402,3496.3891,3543.9402,3528.1512,52420505600,703504818921.0000,0.447515
2021-09-01,sh.000001,3543.8663,3582.3236,3514.6744,3567.1008,3543.9402,66727630500,842528984364.2000,0.653527
2021-09-02,sh.000001,3559.9025,3597.3656,3557.6769,3597.0426,3567.1008,57268403900,691113292774.5000,0.839388
2021-09-03,sh.000001,3602.7421,3613.948,3569.3989,3581.7344,3597.0426,61453235300,743840780596.8000,-0.425577
2021-09-06,sh.000001,3580.1413,3626.2865,3580.1413,3621.8593,3581.7344,52171327600,654085732918.6000,1.120265
2021-09-07,sh.000001,3621.7099,3681.9254,3615.1444,3676.5866,3621.8593,54772187500,658867924825.1000,1.511028
2021-09-08,sh.000001,3673.4023,3695.3204,3660.9998,3675.1865,3676.5866,58643619300,674348482657.3000,-0.038082
2021-09-09,sh.000001,3666.8246,3693.4499,3662.1633,3693.1296,3675.1865,60481033000,679465424376.3000,0.488223
2021-09-10,sh.000001,3691.1856,3722.8732,3681.6415,3703.1103,3693.1296,63520043300,759084638082.2000,0.270250
2021-09-13,sh.000001,3699.2534,3716.8315,3692.8157,3715.3723,3703.1103,55748401900,696192354652.1000,0.331127
2021-09-14,sh.000001,3709.6336,3723.8451,3655.6341,3662.6015,3715.3723,56495238600,693778088251.5000,-1.420337
2021-09-15,sh.000001,3651.1583,3677.5265,3638.3225,3656.2232,3662.6015,47497000100,604231544087.7000,-0.174147
2021-09-16,sh.000001,3664.841,3677.9198,3606.7276,3607.0922,3656.2232,54674147400,673955340424.8000,-1.343764
2021-09-17,sh.000001,3595.2715,3620.9575,3569.2707,3613.9663,3607.0922,51685021000,628834394261.2000,0.190572
2021-09-22,sh.000001,3563.2074,3629.4539,3560.5033,3628.4897,3613.9663,47229605300,559874729606.3000,0.401869
2021-09-23,sh.000001,3651.2661,3670.9542,3632.2822,3642.2204,3628.4897,53499548600,633218929071.3000,0.378414
2021-09-24,sh.000001,3637.8677,3651.4294,3607.7919,3613.0673,3642.2204,50730477200,606788609082.6000,-0.800421
2021-09-27,sh.000001,3625.9597,3640.8077,3559.9154,3582.8307,3613.0673,51080279500,640673648233.4000,-0.836868
2021-09-28,sh.000001,3577.8859,3610.917,3568.8189,3602.2184,3582.8307,44416880700,500081996059.9000,0.541128
2021-09-29,sh.000001,3573.5178,3573.5178,3518.0477,3536.2944,3602.2184,45251115100,511106926314.6000,-1.830094
2021-09-30,sh.000001,3541.9283,3572.4259,3541.9283,3568.1668,3536.2944,39562962600,445734703143.3000,0.901294
2021-10-08,sh.000001,3609.0874,3612.5539,3571.7338,3592.1666,3568.1668,40716114800,492964826434.7000,0.672609
2021-10-11,sh.000001,3600.3569,3614.6988,3586.7487,3591.7087,3592.1666,39436115900,468673831444.8000,-0.012747
2021-10-12,sh.000001,3581.2967,3583.6391,3515.1408,3546.9362,3591.7087,40539374800,461983492101.9000,-1.246552
2021-10-13,sh.000001,3543.4918,3569.1332,3515.6481,3561.7623,3546.9362,32505066700,405020008806.9000,0.417997
2021-10-14,sh.000001,3555.1085,3569.6864,3547.182,3558.2795,3561.7623,29496919600,377519263093.5000,-0.097783
2021-10-15,sh.000001,3551.9874,3578.7661,3542.6932,3572.3662,3558.2795,32029298400,425924720863.9000,0.395885
2021-10-18,sh.000001,3571.0482,3571.0482,3539.4779,3568.1379,3572.3662,34095061600,455787893424.6000,-0.118361
2021-10-19,sh.000001,3562.2955,3596.7875,3560.6221,3593.1533,3568.1379,33419765200,440181531800.2000,0.701077
2021-10-20,sh.000001,3583.2364,3596.0499,3574.2957,3587.0009,3593.1533,34424500800,450482950931.8000,-0.171226
2021-10-21,sh.000001,3590.0496,3610.9602,3576.3547,3594.7831,3587.0009,35231086700,453571672488.3000,0.216956
2021-10-22,sh.000001,3594.7457,3607.5776,3578.7602,3582.6036,3594.7831,35315720300,455441250136.4000,-0.338810
2021-10-25,sh.000001,3574.2631,3611.0908,3564.2059,3609.8626,3582.6036,32119681600,443961628844.7000,0.760871
2021-10-26,sh.000001,3612.8332,3625.0156,3589.706,3597.6377,3609.8626,33727829100,465179593747.4000,-0.338653
2021-10-27,sh.000001,3589.8573,3589.8573,3553.1277,3562.3052,3597.6377,35062094000,470777794111.8000,-0.982103
2021-10-28,sh.000001,3548.7021,3552.0419,3509.4872,3518.4166,3562.3052,37817166600,502982768104.7000,-1.232028
2021-10-29,sh.000001,3519.3276,3547.3361,3502.8013,3547.3361,3518.4166,35880937700,527231831380.4000,0.821946
2021-11-01,sh.000001,3530.3963,3556.59,3519.2901,3544.4795,3547.3361,38225132500,564100255083.6000,-0.080528
2021-11-02,sh.000001,3543.3827,3559.0478,3477.664,3505.6283,3544.4795,41756317300,585519469752.3000,-1.096105
2021-11-03,sh.000001,3501.1051,3512.6089,3480.4877,3498.5368,3505.6283,30660766900,449115126719.8000,-0.202289
2021-11-04,sh.000001,3505.8944,3527.9517,3503.0059,3526.8657,3498.5368,31944082900,468829179598.2000,0.809736
2021-11-05,sh.000001,3520.2073,3525.8723,3491.4565,3491.5677,3526.8657,35453356500,485823223512.6000,-1.000832
2021-11-08,sh.000001,3491.9709,3507.2744,3484.2399,3498.6308,3491.5677,29818372200,421968075350.8000,0.202290
2021-11-09,sh.000001,3507.1075,3514.9512,3489.0431,3507.0018,3498.6308,28731598900,421200703325.6000,0.239265
2021-11-10,sh.000001,3498.9445,3498.9445,3448.4378,3492.4616,3507.0018,30703070800,443112742292.4000,-0.414605
2021-11-11,sh.000001,3486.451,3534.1991,3482.8291,3532.7858,3492.4616,32208795700,464803859154.0000,1.154607
2021-11-12,sh.000001,3534.1512,3543.648,3527.3896,3539.1002,3532.7858,30868335400,443398366972.6000,0.178737
2021-11-15,sh.000001,3542.9034,3550.4438,3521.2924,3533.3026,3539.1002,31301761200,464065405724.2000,-0.163816
2021-11-16,sh.000001,3530.4575,3549.7654,3517.8065,3521.7867,3533.3026,31039990900,444700782764.8000,-0.325925
2021-11-17,sh.000001,3518.5646,3537.5125,3513.523,3537.3662,3521.7867,27673567100,401552317882.5000,0.442375
2021-11-18,sh.000001,3531.4923,3537.9758,3513.1136,3520.7106,3537.3662,31242692700,432898314219.4000,-0.470847
2021-11-19,sh.000001,3519.2758,3561.9127,3517.6514,3560.3734,3520.7106,31798997600,440593605999.1000,1.126557
2021-11-22,sh.000001,3562.7628,3585.1876,3562.7505,3582.0797,3560.3734,33000938500,509123407001.0000,0.609664
2021-11-23,sh.000001,3580.5058,3598.3749,3577.3608,3589.0894,3582.0797,36001159300,508083893762.4000,0.195688
2021-11-24,sh.000001,3590.0189,3602.7354,3575.2884,3592.7025,3589.0894,33677524600,481020419983.3000,0.100669
2021-11-25,sh.000001,3593.3883,3597.1478,3579.5333,3584.1788,3592.7025,30645151800,450558843113.7000,-0.237250
2021-11-26,sh.000001,3576.1136,3576.1136,3554.8798,3564.0894,3584.1788,30100006600,434625236058.4000,-0.560502
2021-11-29,sh.000001,3528.672,3563.677,3526.3551,3562.6968,3564.0894,33361833100,490038170242.3000,-0.039073
2021-11-30,sh.000001,3570.7468,3582.115,3546.3618,3563.8872,3562.6968,34918793800,493605518047.7000,0.033413
2021-12-01,sh.000001,3561.886,3576.8853,3558.691,3576.8853,3563.8872,32987351700,467522790618.6000,0.364717
2021-12-02,sh.000001,3573.2468,3586.867,3567.137,3573.8358,3576.8853,35404152400,468424828237.9000,-0.085256
2021-12-03,sh.000001,3576.4496,3608.4698,3573.2135,3607.4322,3573.8358,37755104800,493565554762.0000,0.940066
2021-12-06,sh.000001,3615.2356,3626.1257,3586.8052,3589.3061,3607.4322,41867674300,528229670826.2000,-0.502465
2021-12-07,sh.000001,3611.217,3614.2228,3572.5688,3595.0882,3589.3061,40384259400,524119459396.5000,0.161092
2021-12-08,sh.000001,3602.824,3637.715,3591.9857,3637.5675,3595.0882,36103665700,486034352141.6000,1.181593
2021-12-09,sh.000001,3641.1579,3688.3968,3638.7022,3673.0412,3637.5675,43191815700,568529389584.2000,0.975204
2021-12-10,sh.000001,3654.3684,3667.8547,3651.3525,3666.3479,3673.0412,41998880100,556324240458.9000,-0.182228
2021-12-13,sh.000001,3686.9368,3708.9424,3678.0583,3681.082,3666.3479,42409200900,574187961681.6000,0.401874
2021-12-14,sh.000001,3669.8067,3671.6784,3654.6561,3661.5253,3681.0820,36217193400,487468521311.8000,-0.531276
2021-12-15,sh.000001,3655.0489,3668.4016,3645.2425,3647.6303,3661.5253,37747766700,481134370303.0000,-0.379487
2021-12-16,sh.000001,3648.9271,3675.016,3644.6646,3675.016,3647.6303,38132950700,465911359475.0000,0.750781
2021-12-17,sh.000001,3670.2578,3673.6535,3631.6605,3632.3638,3675.0160,40848783700,491952923488.6000,-1.160599
2021-12-20,sh.000001,3620.0371,3643.9537,3589.3603,3593.6019,3632.3638,42385141000,491828987623.9000,-1.067126
2021-12-21,sh.000001,3591.4519,3627.0884,3591.4519,3625.1251,3593.6019,40818434800,428379392341.4000,0.877203
2021-12-22,sh.000001,3632.6763,3635.8992,3616.5477,3622.6178,3625.1251,39482517700,432451306637.3000,-0.069165
2021-12-23,sh.000001,3625.4695,3643.5459,3618.048,3643.3391,3622.6178,38292573400,449988152723.4000,0.571998
2021-12-24,sh.000001,3645.3948,3648.9556,3612.0673,3618.0535,3643.3391,39034762500,476261146266.8000,-0.694023
2021-12-27,sh.000001,3613.0469,3632.188,3601.9351,3615.9741,3618.0535,32923529300,407482648446.3000,-0.057473
2021-12-28,sh.000001,3619.6419,3631.0766,3607.3643,3630.1115,3615.9741,31620224200,408761369695.7000,0.390971
2021-12-29,sh.000001,3630.9159,3630.9159,3596.3225,3597.0002,3630.1115,30513176600,410425339496.9000,-0.912129
2021-12-30,sh.000001,3596.4921,3628.9177,3595.4957,3619.1886,3597.0002,30783929100,413947692796.1000,0.616858
2021-12-31,sh.000001,3626.242,3642.843,3624.9419,3639.7754,3619.1886,32968193200,433489803103.5000,0.568824
2022-01-04,sh.000001,3649.151,3651.8924,3610.0922,3632.3289,3639.7754,40502776900,510251060624.8000,-0.204587
2022-01-05,sh.000001,3628.2634,3628.2634,3583.4668,3595.1761,3632.3289,42390202800,538963631684.2000,-1.022837
2022-01-06,sh.000001,3581.2184,3594.489,3559.8803,3586.0792,3595.1761,37154054300,474284290005.4000,-0.253031
2022-01-07,sh.000001,3588.9851,3607.2316,3577.0976,3579.5427,3586.0792,43630696100,502891435426.0000,-0.182274
2022-01-10,sh.000001,3572.7434,3593.5187,3555.1255,3593.5187,3579.5427,35622261000,443400848592.4000,0.390441
2022-01-11,sh.000001,3589.9043,3602.1454,3562.7541,3567.4409,3593.5187,35976186300,441300566933.6000,-0.725690
2022-01-12,sh.000001,3578.1629,3599.4993,3572.0965,3597.4321,3567.4409,34313295600,435817892979.5000,0.840692
2022-01-13,sh.000001,3601.0265,3601.0725,3555.1576,3555.2585,3597.4321,36936836500,457005419279.0000,-1.172325
2022-01-14,sh.000001,3544.0652,3548.4204,3519.3222,3521.2559,3555.2585,37693702400,463197641865.6000,-0.956403
2022-01-17,sh.000001,3522.0851,3546.0853,3519.4257,3541.666,3521.2559,31288673300,438272981569.4000,0.579626
2022-01-18,sh.000001,3541.8899,3579.3126,3531.3295,3569.9144,3541.6660,37714643500,470832038609.3000,0.797602
2022-01-19,sh.000001,3567.6309,3578.7348,3541.6619,3558.1796,3569.9144,33323526900,420763364209.5000,-0.328714
2022-01-20,sh.000001,3556.2262,3576.2594,3540.5545,3555.0629,3558.1796,37950984600,459701843414.5000,-0.087593
2022-01-21,sh.000001,3546.7495,3547.0003,3514.8853,3522.5679,3555.0629,32653488000,417768922557.8000,-0.914049
2022-01-24,sh.000001,3508.2441,3531.6081,3500.1391,3524.105,3522.5679,28026834200,358009694270.3000,0.043636
2022-01-25,sh.000001,3509.2847,3519.8334,3433.0612,3433.0612,3524.1050,32735381300,383727737453.7000,-2.583459
2022-01-26,sh.000001,3442.6916,3462.1233,3417.7585,3455.6679,3433.0612,27512282800,338312361452.2000,0.658500
2022-01-27,sh.000001,3456.1021,3456.363,3392.0154,3394.2474,3455.6679,28060653400,346533957923.7000,-1.777384
2022-01-28,sh.000001,3407.5933,3417.0453,3356.5558,3361.4397,3394.2474,29085525700,353774612581.0000,-0.966568
2022-02-07,sh.000001,3407.7621,3434.0256,3407.7621,3429.5809,3361.4397,32048521100,357140422916.9000,2.027143
2022-02-08,sh.000001,3428.5424,3453.1863,3390.4578,3452.6288,3429.5809,36609386500,387969865736.4000,0.672033
2022-02-09,sh.000001,3450.818,3484.739,3444.0848,3479.9458,3452.6288,35024993600,393719989770.0000,0.791194
2022-02-10,sh.000001,3481.9101,3488.8552,3464.2169,3485.9071,3479.9458,35566626700,404969419399.4000,0.171304
2022-02-11,sh.000001,3472.2757,3500.1471,3459.3299,3462.9479,3485.9071,36135609000,426297923498.3000,-0.658629
2022-02-14,sh.000001,3451.8468,3457.2645,3415.4463,3428.8821,3462.9479,31527444800,361677855097.5000,-0.983723
2022-02-15,sh.000001,3428.0447,3447.4917,3421.6403,3446.0885,3428.8821,27555932200,341638876451.7000,0.501808
2022-02-16,sh.000001,3457.073,3475.0576,3453.8014,3465.8305,3446.0885,27499391300,325563412529.2000,0.572881
2022-02-17,sh.000001,3464.2091,3480.9719,3454.2767,3468.0354,3465.8305,29726268200,355783125696.6000,0.063618
2022-02-18,sh.000001,3451.6318,3490.7573,3447.0273,3490.7573,3468.0354,29514996300,327220393283.1000,0.655181
2022-02-21,sh.000001,3488.4057,3492.1994,3471.6858,3490.6123,3490.7573,30154174000,345398586146.4000,-0.004154
2022-02-22,sh.000001,3473.2874,3473.3931,3437.6717,3457.146,3490.6123,32627948400,387678927613.7000,-0.958752
2022-02-23,sh.000001,3458.5139,3490.7633,3458.1795,3489.1465,3457.1460,32560489500,415630339823.4000,0.925633
2022-02-24,sh.000001,3474.3692,3486.9773,3400.2136,3429.9564,3489.1465,48835490100,569794044219.7000,-1.696406
2022-02-25,sh.000001,3445.3361,3480.1756,3440.9339,3451.4061,3429.9564,37754255600,441659490622.0000,0.625364
2022-02-28,sh.000001,3450.3155,3462.3064,3425.5162,3462.3064,3451.4061,34583838800,413804526723.6000,0.315822
2022-03-01,sh.000001,3471.3646,3491.1317,3465.7154,3488.8347,3462.3064,32600166200,412562471160.4000,0.766203
2022-03-02,sh.000001,3478.2925,3486.6206,3466.9999,3484.1916,3488.8347,32936768400,380143816188.0000,-0.133085
2022-03-03,sh.000001,3495.928,3500.2872,3473.3376,3481.1125,3484.1916,41259428900,443621777161.5000,-0.088373
2022-03-04,sh.000001,3459.9845,3474.8816,3437.6964,3447.649,3481.1125,39352658100,430669055303.2000,-0.961288
2022-03-07,sh.000001,3438.5602,3438.5602,3360.7393,3372.8552,3447.6490,39358899900,458156894790.9000,-2.169415
2022-03-08,sh.000001,3372.5546,3383.6326,3287.3412,3293.5301,3372.8552,41592676600,485623581003.9000,-2.351868
2022-03-09,sh.000001,3303.706,3321.4811,3147.6768,3256.3884,3293.5301,46628556900,519833299622.0000,-1.127717
2022-03-10,sh.000001,3312.1789,3326.5827,3291.2352,3296.0922,3256.3884,37833637600,466084008360.9000,1.219259
2022-03-11,sh.000001,3259.3227,3315.6603,3217.4185,3309.7467,3296.0922,38406712700,458687054696.0000,0.414263
2022-03-14,sh.000001,3271.8902,3297.7973,3223.5328,3223.5328,3309.7467,33796868700,418055596108.9000,-2.604849
2022-03-15,sh.000001,3192.3637,3196.9161,3063.9652,3063.9652,3223.5328,46503716400,508158410060.0000,-4.950085
2022-03-16,sh.000001,3107.669,3177.7882,3023.3045,3170.7103,3063.9652,44466718900,522305342485.2000,3.483887
2022-03-17,sh.000001,3215.0105,3260.1673,3202.9337,3215.0445,3170.7103,42081345800,532549484015.7000,1.398242
2022-03-18,sh.000001,3207.1522,3260.7829,3197.3578,3251.0724,3215.0445,37303561100,428415081636.7000,1.120603
2022-03-21,sh.000001,3255.6152,3267.4982,3223.3892,3253.6857,3251.0724,35422848800,421076289728.0000,0.080383
2022-03-22,sh.000001,3249.5428,3279.1127,3239.5323,3259.8619,3253.6857,36119615800,402798964045.8000,0.189822
2022-03-23,sh.000001,3264.7923,3279.8868,3251.9817,3271.0325,3259.8619,34987537000,405422033501.5000,0.342671
2022-03-24,sh.000001,3256.0573,3266.8866,3236.6592,3250.2644,3271.0325,32900665400,390727516516.5000,-0.634910
2022-03-25,sh.000001,3247.1568,3257.1061,3211.6445,3212.2399,3250.2644,34002000600,389770395977.7000,-1.169889
2022-03-28,sh.000001,3185.1668,3230.2153,3159.8348,3214.5027,3212.2399,34499487300,374472279969.9000,0.070443
2022-03-29,sh.000001,3216.0118,3229.1766,3196.4553,3203.9393,3214.5027,31627364900,363964468654.2000,-0.328617
2022-03-30,sh.000001,3217.5921,3266.5959,3216.3023,3266.5959,3203.9393,36675367700,413008941329.0000,1.955611
2022-03-31,sh.000001,3256.1369,3272.04,3246.063,3252.2029,3266.5959,39843993400,428089033635.3000,-0.440612
